prot1,prot2,str_score,protpep_score,str_max_score,red_score,ort_score,phy_score,coexp_score,go_score,total_score,final_score,Match,Match2
B7U540,B7U540,826.188,0.0,826.188,1.1877,0.6153,0.0,0.0,0.0,603.771,603.771,True,True
O15516,O15055,253.71599999999998,0.0,253.71599999999998,0.0,15.4815,2.416,1.5818,24.11,361915.0,346649000.0,True,True
O43172,O43395,2.2022,5.24327,5.24327,1.0145,30.1977,2.416,18.4426,24.11,172562.0,798210000.0,True,True
O14662,O15498,4.5731,2.60197,4.5731,0.0,15.4815,2.013,9.4687,105.17,141922.0,141922.0,True,True
O00592,O00560,0.0,25.3246,25.3246,0.5125,0.0,2.013,2.7714,24.11,1745.73,1745.73,True,True
O43318,O75380,2.7953,0.0,2.7953,3.1239999999999997,0.6153,2.013,2.1077,0.0,22.7971,105451.0,True,True
O00602,O60880,1.1641,14.0867,14.0867,0.0,0.0,2.013,2.7714,10.8,848.743,848.743,True,True
O00505,O60518,33.1143,5.89945,33.1143,0.5125,9.7902,2.416,18.4426,2.07,15324.6,15324.6,True,True
O14757,O43639,6.9797,23.2116,23.2116,2.3588,0.6153,2.416,2.1077,5.86,1005.28,1005.28,True,True
A6NCL7,B1AK53,1652.32,0.0,1652.32,1.5513,0.6153,2.013,5.6875,0.0,18056.9,18056.9,True,True
O43306,O75343,484.564,3.84,484.564,1.1877,0.6153,2.416,0.0,10.8,9239.87,9239.87,True,True
O00187,O15068,253.71599999999998,3.66,253.71599999999998,1.1877,0.0,2.416,3.9008,0.0,2839.92,2839.92,True,True
O15259,O14492,119.281,23.2602,119.281,1.7951,0.0,2.416,1.5818,5.86,4795.18,4795.18,True,True
O00555,O14594,5.4987,0.0,5.4987,0.0,0.0,2.416,5.6875,24.11,1821.69,1821.69,True,True
A6NCS4,O60902,260.209,0.0,260.209,0.0,0.0,2.013,2.1077,10.8,11923.3,11923.3,True,True
O00444,O60216,8.8185,6.0991,8.8185,4.2492,0.6153,2.416,9.4687,2.07,1091.81,1091.81,True,True
O14957,O15498,99.2027,0.0,99.2027,0.0,0.0,1.1933,5.6875,0.0,673.278,673.278,True,True
O15169,O15357,3.1848,14.0867,14.0867,2.3254,0.0,2.416,3.9008,5.86,1809.07,1809.07,True,True
O15084,O43390,4.5731,2.59,4.5731,0.0,0.0,2.416,9.4687,0.0,104.616,10726.9,True,True
O00555,O60469,7.7952,6.98487,7.7952,0.0,0.6153,2.416,5.6875,69.61,4587.8,4587.8,True,True
O15347,O43663,99.2027,0.0,99.2027,0.9127,0.0,2.013,18.4426,0.0,3361.38,3361.38,True,True
O14641,O14562,84.7204,3.52956,84.7204,1.7092,0.0,2.416,3.9008,0.0,1364.68,1364.68,True,True
O15266,O15266,130.17,0.0,130.17,0.0,0.6153,0.0,0.0,0.0,80.0937,8212.49,True,True
O14842,O14745,1.2142,6.7087,6.7087,2.3254,0.0,2.416,1.1757,24.11,1068.38,1068.38,True,True
O15379,O43715,0.0,0.0,0.0,0.0,9.7902,0.0,5.6875,10.8,601.363,601.363,True,True
O14764,O15020,99.2027,5.24327,99.2027,0.5125,0.0,2.416,3.9008,5.86,2807.8,2807.8,True,True
O15228,O43815,1.2142,3.52956,3.52956,0.0,0.0,2.416,2.1077,105.17,1890.25,1890.25,True,True
O00471,O14653,3.4243,3.52956,3.52956,0.0,0.0,2.416,18.4426,10.8,1698.49,1698.49,True,True
O15357,O14543,11.9953,20.7326,20.7326,3.1239999999999997,0.0,2.416,1.5818,105.17,26031.9,26031.9,True,True
O43143,O43395,2.2022,9.80166,9.80166,2.4090000000000003,0.6153,2.013,45.2798,5.86,7760.13,7760.13,True,True
O00560,O60749,13.7249,2.60197,13.7249,1.0145,0.0,2.416,18.4426,5.86,3635.62,3635.62,True,True
O15144,O00487,1.6503,0.0,1.6503,0.0,9.2808,2.013,45.2798,0.0,1396.04,1396.04,True,True
A6NNS2,A6NNS2,1904.79,0.0,1904.79,1.774,0.6153,0.0,0.0,0.0,2079.16,2079.16,True,True
O00487,O14980,1.02,0.0,1.02,4.2492,9.2808,2.013,45.2798,0.0,3666.41,3666.41,True,True
O14965,O15350,4.5731,5.22,5.22,2.4090000000000003,0.6153,2.013,1.1757,0.0,18.3119,84704.3,True,True
O43365,O15266,444.564,10.1814,444.564,0.0,0.6153,2.013,2.1077,5.86,6800.97,6800.97,True,True
O15169,O15169,997.34,5.24327,997.34,1.3730000000000002,158.12,2.416,0.0,0.0,523117.0,2419750000.0,True,True
O00429,O00487,1.8315,0.0,1.8315,0.5125,9.2808,1.5978,45.2798,0.0,630.25,630.25,True,True
A8MQ14,B4DU55,130.17,0.0,130.17,0.0,5.5574,2.416,2.7714,0.0,4843.72,4843.72,True,True
O00555,O15034,2.2022,14.3222,14.3222,2.0764,0.6153,2.416,2.7714,0.0,122.51899999999999,566729.0,True,True
O43395,O14980,4.5731,0.0,4.5731,3.8142,0.0,2.013,18.4426,0.0,647.56,647.56,True,True
O14757,O15111,45.9762,6.05575,45.9762,3.1239999999999997,0.6153,2.013,5.6875,2.07,2094.43,3774270.0,True,True
O00180,O43526,45.9762,0.0,45.9762,0.5125,0.6153,2.416,2.1077,10.8,797.34,797.34,True,True
O00291,O60749,99.2027,3.86531,99.2027,1.2535,0.6153,2.416,3.9008,5.86,4225.55,4225.55,True,True
O14981,O14981,199.672,2.59,199.672,1.1877,30.1977,2.013,0.0,0.0,14415.9,14415.9,True,True
A8K979,A8K979,240.91,0.0,240.91,1.3730000000000002,0.0,2.416,0.0,0.0,799.1389999999999,799.1389999999999,True,True
O00555,O43711,12.2069,0.0,12.2069,0.0,0.0,2.416,3.9008,10.8,1242.45,1242.45,True,True
O14960,O14960,5.4987,0.0,5.4987,1.3730000000000002,9.7902,0.0,0.0,0.0,73.9132,7578.76,True,True
O15117,O60749,4.5731,9.73115,9.73115,3.7695,0.0,2.416,2.7714,5.86,1439.27,1439.27,True,True
O15392,O15304,0.0,5.22,5.22,1.7092,0.0,2.013,18.4426,24.11,7985.95,7985.95,True,True
O15357,O43426,130.17,20.686,130.17,2.3254,0.6153,2.416,1.5818,10.8,7687.2,7687.2,True,True
O15118,O75385,1.8315,4.09355,4.09355,0.0,0.6153,2.416,1.5818,181.01,1742.36,1742.36,True,True
O14964,O15357,4.5731,30.3574,30.3574,3.8142,0.6153,2.416,18.4426,5.86,18602.5,18602.5,True,True
O14966,O14980,23.8643,3.52956,23.8643,4.2492,0.6153,1.5978,5.6875,2.07,1173.7,1173.7,True,True
O15534,O75381,1.2265,6.78667,6.78667,0.0,0.0,2.416,2.1077,24.11,833.22,833.22,True,True
O00204,O00204,130.17,0.0,130.17,0.5125,0.6153,0.0,0.0,0.0,41.048,189873.0,True,True
E9PGG2,A6NJ46,260.209,0.0,260.209,2.3768,0.0,1.5978,3.9008,0.0,3854.7,3854.7,True,True
A5X5Y0,A8MPY1,1904.79,0.0,1904.79,1.1877,0.0,2.416,1.5818,2.07,17896.7,17896.7,True,True
A6NCS4,O15350,4.803999999999999,0.0,4.803999999999999,3.1239999999999997,0.0,2.416,5.6875,69.61,14355.0,14355.0,True,True
O14647,O75530,4.5731,3.72188,4.5731,1.1877,0.6153,2.416,9.4687,5.86,448.01199999999994,429115.0,True,True
O00459,O15357,43.0172,161.514,161.514,3.1239999999999997,0.6153,2.416,5.6875,0.4,1706.42,7893280.0,True,True
O43390,O15160,18.9532,0.0,18.9532,4.2492,0.0,1.5978,18.4426,0.0,2373.2,2373.2,True,True
O43296,B4DU55,99.2027,0.0,99.2027,0.0,5.5574,2.416,2.1077,0.0,2807.38,2807.38,True,True
A6NHT5,O15350,4.803999999999999,0.0,4.803999999999999,3.1239999999999997,0.0,2.013,5.6875,5.86,1006.88,1006.88,True,True
O00189,O00257,2.5372,0.0,2.5372,2.0764,0.0,2.013,2.1077,0.0,22.3521,103393.0,True,True
O00429,O75381,4.3388,0.0,4.3388,1.7951,0.0,2.013,1.1757,0.0,18.4331,85264.9,True,True
A6NI72,O14543,66.1952,15.8041,66.1952,2.4090000000000003,0.0,2.416,1.5818,5.86,3571.16,3571.16,True,True
O14757,O43809,1.4599,3.66,3.66,3.1239999999999997,0.6153,2.013,45.2798,0.0,641.25,641.25,True,True
O00213,O14939,25.2364,12.2758,25.2364,1.2535,0.0,2.416,3.9008,5.86,1747.03,1747.03,True,True
O14862,O60934,1.2265,2.30883,2.30883,2.0764,0.0,2.416,2.7714,2.07,66.4461,6813.12,True,True
O00305,O14594,2.2022,7.40526,7.40526,0.7707,0.0,2.416,2.7714,24.11,921.3380000000001,921.3380000000001,True,True
A6NHT5,O60663,119.281,0.0,119.281,0.9127,0.0,2.416,9.4687,5.86,14594.3,14594.3,True,True
O43293,O43781,113.094,14.5168,113.094,1.2535,0.6153,2.013,2.7714,2.07,1007.31,1007.31,True,True
O14639,O14980,1.8315,0.0,1.8315,4.2492,0.0,1.1933,1.1757,0.0,10.9184,10457.9,True,True
A6NK39,A6NG73,260.209,0.0,260.209,0.0,9.7902,0.0,0.0,0.0,2547.5,2547.5,True,True
O15131,O60749,25.2364,5.89945,25.2364,0.0,0.0,2.416,18.4426,5.86,6589.37,6589.37,True,True
O00444,O14492,33.1143,23.7134,33.1143,3.7695,0.6153,2.416,1.5818,2.07,607.582,607.582,True,True
A6NJZ3,O43749,66.1952,0.0,66.1952,1.1877,5.2693,2.416,2.1077,5.86,12362.0,12362.0,True,True
O14640,O60331,1.4802,5.22,5.22,0.0,0.0,2.416,9.4687,5.86,699.77,699.77,True,True
O15067,O43426,12.2069,2.59,12.2069,15.8699,0.0,2.013,1.5818,0.0,616.8430000000001,616.8430000000001,True,True
O14933,O14562,253.71599999999998,7.370360000000001,253.71599999999998,1.7951,0.0,2.013,2.7714,0.0,2540.85,2540.85,True,True
O43143,O14737,2.6756,9.75,9.75,2.3254,0.0,2.013,18.4426,0.0,841.721,841.721,True,True
O14786,O43166,2.6731,0.0,2.6731,0.0,0.0,2.416,2.1077,69.61,947.529,947.529,True,True
A6NJG6,A6NJ46,260.209,0.0,260.209,2.9666,0.0,1.5978,2.1077,0.0,2599.63,2599.63,True,True
O14920,O14836,2.0697,5.705430000000001,5.705430000000001,2.0764,0.6153,2.416,1.1757,181.01,3747.85,3747.85,True,True
O15397,O60784,3.4243,57.2019,57.2019,0.9127,0.0,2.013,1.1757,5.86,724.063,724.063,True,True
O43240,A6NI28,253.71599999999998,0.0,253.71599999999998,0.0,0.0,2.013,1.1757,0.0,600.466,600.466,True,True
O14744,O43639,4.5731,14.0867,14.0867,2.4090000000000003,0.0,2.013,2.1077,5.86,843.716,843.716,True,True
O14744,O60264,2.6756,0.0,2.6756,2.4090000000000003,0.6153,2.013,18.4426,5.86,862.797,862.797,True,True
O00303,O00165,0.0,3.84,3.84,2.0764,0.0,1.5978,2.7714,0.0,35.3072,163318.0,True,True
O15182,A6NKF1,1.1641,5.43,5.43,0.0,0.0,1.5978,0.0,105.17,912.461,912.461,True,True
O00555,O14745,3.6164,9.47493,9.47493,2.0764,0.0,2.416,1.5818,181.01,13609.4,13609.4,True,True
O15409,O60216,9.7337,0.0,9.7337,4.2492,0.6153,2.416,1.5818,10.8,1050.37,1050.37,True,True
A6NI73,O75022,33.1143,0.0,33.1143,0.7707,0.6153,2.416,18.4426,2.07,1448.36,1448.36,True,True
O43402,O00487,20.4939,0.0,20.4939,1.2535,0.0,1.1933,45.2798,0.0,1388.04,1388.04,True,True
O14977,O14977,826.188,0.0,826.188,0.7707,9.7902,0.0,0.0,0.0,6233.84,6233.84,True,True
O15524,O15205,25.2364,8.854439999999999,25.2364,20.9141,0.0,1.5978,3.9008,24.11,79312.2,79312.2,True,True
O43318,O14763,5.4987,0.0,5.4987,2.4090000000000003,0.6153,1.5978,2.7714,181.01,6532.93,6532.93,True,True
O14796,O15357,130.17,0.0,130.17,3.1239999999999997,0.0,2.416,1.1757,0.0,1155.09,1155.09,True,True
O00487,O15160,1.9487,0.0,1.9487,1.0145,9.2808,1.5978,45.2798,0.0,1327.42,1327.42,True,True
B4E2M5,A8MT82,260.209,0.0,260.209,1.3730000000000002,0.0,2.013,0.0,0.0,719.178,719.178,True,True
O00470,O75400,99.2027,0.0,99.2027,3.1239999999999997,0.0,2.416,2.1077,0.0,1578.12,1578.12,True,True
O15520,O15273,6.9797,0.0,6.9797,0.5125,0.0,2.416,1.5818,69.61,951.592,951.592,True,True
A6NP11,B4DU55,119.281,0.0,119.281,0.0,5.5574,1.1933,1.1757,0.0,930.0110000000001,930.0110000000001,True,True
A4FU49,O15357,169.09799999999998,161.514,169.09799999999998,3.1239999999999997,0.0,2.013,2.1077,0.0,2241.31,2241.31,True,True
O00499,O00268,8.2077,25.2717,25.2717,2.4090000000000003,0.0,2.416,1.5818,5.86,1363.38,1363.38,True,True
O43364,O60663,119.281,10.1814,119.281,0.5125,0.0,2.416,1.5818,24.11,5632.61,5632.61,True,True
O14744,O14576,87.8085,4.96,87.8085,2.3254,0.0,1.5978,2.7714,0.0,904.182,904.182,True,True
O00555,O75095,1.8315,0.0,1.8315,2.0764,0.6153,2.416,9.4687,0.0,53.5294,247608.0,True,True
O15455,O14763,4.5731,0.0,4.5731,0.9127,0.0,2.013,1.5818,181.01,2405.67,2405.67,True,True
O00459,O14543,18.4132,20.6892,20.6892,3.1239999999999997,0.6153,2.416,2.7714,5.86,1560.4,1560.4,True,True
B1AK53,O60307,169.09799999999998,3.84,169.09799999999998,1.5513,0.6153,2.416,2.1077,0.0,821.914,821.914,True,True
O14764,A8MPY1,1904.79,0.0,1904.79,0.5125,0.6153,2.416,3.9008,5.86,33172.3,33172.3,True,True
O43390,O75323,12.2069,0.0,12.2069,4.2492,0.0,2.416,5.6875,0.0,712.74,712.74,True,True
O14771,O14978,1904.79,3.86531,1904.79,0.0,5.2693,2.416,1.5818,0.89,34138.0,34138.0,True,True
A6NMT0,O60663,119.281,0.0,119.281,0.5125,0.0,2.416,5.6875,0.0,840.0060000000001,840.0060000000001,True,True
O15527,O14717,1.8315,0.0,1.8315,0.0,0.0,2.013,2.7714,69.61,711.2489999999999,711.2489999999999,True,True
O14764,O00755,0.0,4.98492,4.98492,0.0,0.0,2.416,9.4687,5.86,668.2560000000001,668.2560000000001,True,True
O14578,O00571,1.8315,56.9,56.9,4.0064,0.6153,2.416,2.1077,0.0,714.265,714.265,True,True
O00238,O00506,45.9762,6.7087,45.9762,3.8142,0.6153,2.416,1.1757,2.07,634.435,634.435,True,True
O00170,O43765,130.17,4.94562,130.17,1.2535,0.0,2.416,9.4687,0.17,634.559,634.559,True,True
A4FU49,O15020,99.2027,7.40526,99.2027,0.9127,0.0,2.416,3.9008,0.0,853.301,853.301,True,True
B4DX44,B4DU55,130.17,0.0,130.17,0.0,5.5574,1.1933,0.8888,0.0,767.2489999999999,767.2489999999999,True,True
O15084,A6NI47,1652.32,3.84,1652.32,0.9127,0.0,1.5978,1.5818,0.0,3811.51,3811.51,True,True
A7E2Y1,A7E2Y1,99.2027,0.0,99.2027,0.7707,5.5574,2.416,0.0,0.0,1026.54,1026.54,True,True
O14920,O60341,3.1219,6.73805,6.73805,3.8142,0.6153,2.416,2.1077,10.8,869.669,869.669,True,True
O00555,O15357,12.2069,24.6378,24.6378,2.3254,0.0,2.416,2.1077,24.11,7034.0,7034.0,True,True
O14920,O60733,99.2027,0.0,99.2027,2.3254,0.6153,2.416,5.6875,0.0,1950.41,1950.41,True,True
A6NK59,O15350,99.2027,0.0,99.2027,2.3254,0.6153,2.416,2.7714,0.0,950.395,950.395,True,True
B1AK53,O60861,4.5731,21.8133,21.8133,0.5125,0.0,2.013,1.1757,69.61,1841.74,1841.74,True,True
O15211,O43236,66.1952,0.0,66.1952,1.7951,0.0,2.416,2.1077,0.0,605.091,605.091,True,True
O43187,O60880,7.7952,14.0867,14.0867,1.7951,0.6153,2.416,1.5818,69.61,4139.09,4139.09,True,True
O43303,O75116,0.0,6.0991,6.0991,0.9127,0.0,2.416,5.6875,105.17,8044.59,8044.59,True,True
O43316,O43711,130.17,6.917739999999999,130.17,0.0,0.0,2.416,3.9008,2.07,2539.41,2539.41,True,True
A6NMZ7,O75578,260.209,29.6561,260.209,0.0,0.0,2.416,1.1757,2.07,1529.98,1529.98,True,True
O15117,O15117,84.9724,21.035,84.9724,3.7695,0.0,2.416,0.0,0.0,773.8530000000001,773.8530000000001,True,True
O14933,O14933,130.17,0.0,130.17,0.5125,0.6153,0.0,0.0,0.0,41.048,39316.6,True,True
O00212,O75385,43.0172,3.86531,43.0172,0.9127,0.6153,1.5978,2.7714,10.8,1155.32,1155.32,True,True
O14788,O14763,299.41900000000004,0.0,299.41900000000004,0.9127,0.6153,2.013,1.5818,24.11,12908.9,12908.9,True,True
O15105,O75385,1.9487,6.01532,6.01532,3.1239999999999997,0.6153,2.416,2.7714,69.61,5389.2,5389.2,True,True
O15230,O43182,1.2142,2.60197,2.60197,0.0,0.0,2.416,1.5818,105.17,1045.79,1045.79,True,True
O00471,O14662,4.0761,2.60197,4.0761,0.9127,0.0,2.416,18.4426,10.8,1790.26,1790.26,True,True
O15151,O43639,11.9953,15.8041,15.8041,1.7092,0.0,2.416,1.5818,5.86,604.935,604.935,True,True
O00148,O43395,1.5568,5.24327,5.24327,1.0145,0.0,1.5978,18.4426,24.11,3779.17,3779.17,True,True
O00238,O14793,253.71599999999998,4.58774,253.71599999999998,2.4090000000000003,0.6153,2.416,1.1757,24.11,25755.1,25755.1,True,True
O14625,O15162,2.4771,9.80166,9.80166,2.3588,0.0,2.013,18.4426,2.07,1776.75,1776.75,True,True
O00626,O14492,18.4132,8.854439999999999,18.4132,3.7695,0.0,2.013,2.1077,2.07,609.587,609.587,True,True
O14920,O00459,6.9797,14.0845,14.0845,3.1239999999999997,0.6153,2.416,2.7714,5.86,1062.27,1062.27,True,True
O15067,O75391,10.255,0.0,10.255,15.8699,0.0,2.013,2.1077,0.0,690.498,690.498,True,True
A8TX70,O75578,260.209,20.1497,260.209,0.0,0.0,2.416,1.1757,2.07,1529.98,1529.98,True,True
O00213,O75116,23.8643,6.7087,23.8643,1.7092,0.6153,2.416,1.1757,10.8,769.92,769.92,True,True
A8K8V0,A8MT65,130.17,0.0,130.17,0.0,5.5574,2.013,0.4364,0.0,635.494,635.494,True,True
O14617,O00410,4.5731,0.0,4.5731,2.0764,0.0,2.013,5.6875,5.86,637.066,637.066,True,True
O14561,O00422,4.4478,0.0,4.4478,2.3254,0.0,2.416,45.2798,0.0,1131.47,1131.47,True,True
O00555,O15375,12.2069,0.0,12.2069,0.0,0.0,2.416,2.1077,10.8,671.328,671.328,True,True
O00410,O14974,4.5731,14.8859,14.8859,0.7707,0.6153,2.013,9.4687,10.8,1453.13,1453.13,True,True
O15371,O43639,0.0,20.6892,20.6892,1.7092,0.0,2.013,3.9008,5.86,1627.17,1627.17,True,True
O00444,O43264,1.02,4.39006,4.39006,0.9127,0.0,2.416,18.4426,10.8,1928.15,1928.15,True,True
O14926,O15357,2.0697,15.8041,15.8041,0.0,0.0,2.416,1.5818,10.8,652.2919999999999,652.2919999999999,True,True
O15228,O14980,0.9682,0.0,0.9682,0.0,0.0,1.5978,18.4426,0.0,28.5305,27327.1,True,True
O15440,O15440,997.34,0.0,997.34,1.3730000000000002,0.6153,2.416,0.0,0.0,2035.62,2035.62,True,True
O43312,O15357,5.4412,30.4453,30.4453,2.4090000000000003,0.0,2.416,1.5818,5.86,1642.49,1642.49,True,True
O43181,O60264,2.4032,9.966000000000001,9.966000000000001,2.4090000000000003,0.0,2.416,3.9008,5.86,1325.89,1325.89,True,True
O15169,O15178,2.0697,3.52956,3.52956,2.0764,0.0,2.416,1.1757,69.61,1449.09,1449.09,True,True
O14578,O00444,99.2027,8.3796,99.2027,0.9127,0.6153,2.416,45.2798,2.07,12615.7,12615.7,True,True
A6NGH8,B4E2M5,1652.32,0.0,1652.32,1.5513,0.0,2.013,0.4364,0.0,2251.74,2251.74,True,True
O15116,O00623,8.2077,0.0,8.2077,0.0,9.2808,2.013,9.4687,0.0,1451.91,1451.91,True,True
O14649,O43525,113.094,0.0,113.094,0.5125,0.0,2.013,2.7714,10.8,3492.2,3492.2,True,True
O43196,O15350,1.8315,0.0,1.8315,2.4090000000000003,0.6153,2.013,1.5818,105.17,909.113,909.113,True,True
O00555,O43526,45.9762,0.0,45.9762,2.3254,0.6153,2.416,18.4426,5.86,17176.5,17176.5,True,True
O00291,O43426,4.803999999999999,3.66,4.803999999999999,1.7951,0.0,2.416,9.4687,181.01,35709.3,35709.3,True,True
O15265,O75529,0.0,3.86531,3.86531,2.0764,0.0,2.416,2.7714,10.8,580.384,555903.0,True,True
O00213,O00459,4.803999999999999,34.8281,34.8281,2.4090000000000003,0.0,2.416,5.6875,2.07,2386.47,2386.47,True,True
O00213,O14512,2.6756,34.8281,34.8281,1.2535,0.0,2.416,2.1077,5.86,1302.74,1302.74,True,True
B1AK53,O43639,25.2364,84.9753,84.9753,1.0145,0.6153,2.416,1.1757,10.8,1627.23,1627.23,True,True
A6NL08,A6NIJ9,1652.32,0.0,1652.32,1.1877,5.2693,0.0,2.7714,5.86,167939.0,167939.0,True,True
O14965,O15021,299.41900000000004,9.966000000000001,299.41900000000004,2.4090000000000003,0.6153,2.416,1.1757,2.07,2609.56,2609.56,True,True
O00628,O60733,1.8315,7.647930000000001,7.647930000000001,1.3730000000000002,0.6153,2.013,2.1077,24.11,660.923,660.923,True,True
O00339,O00339,130.17,2.60197,130.17,1.3730000000000002,0.6153,2.416,0.0,0.0,265.684,1228960.0,True,True
O14757,O60934,5.0295,6.4477199999999995,6.4477199999999995,2.3254,0.0,2.416,9.4687,24.11,8269.67,8269.67,True,True
O14924,O14543,4.5731,14.0438,14.0438,0.0,0.0,2.416,2.1077,10.8,772.35,772.35,True,True
O14627,O00444,5.4412,5.705430000000001,5.705430000000001,1.774,3.1392,2.416,0.7962,69.61,4254.53,4254.53,True,True
O43353,O14763,8.4952,5.4591199999999995,8.4952,1.7092,0.6153,2.013,5.6875,24.11,2466.13,2466.13,True,True
O14782,A6NKZ8,99.2027,0.0,99.2027,0.0,0.0,2.013,0.0,10.8,2156.71,2156.71,True,True
O00590,A6NGY5,260.209,0.0,260.209,1.1877,0.0,2.416,0.0,0.0,746.664,746.664,True,True
A6NCL7,B4E2M5,1652.32,0.0,1652.32,1.5513,0.0,2.013,0.4364,0.0,2251.74,2251.74,True,True
O00148,O00148,199.672,0.0,199.672,0.9127,114.524,2.013,0.0,0.0,42013.2,194338000.0,True,True
C9J2P7,O15205,87.8085,0.0,87.8085,21.3884,0.0,2.013,0.4364,0.0,1649.85,1649.85,True,True
O00253,O14512,1.8531,13.0046,13.0046,0.9127,0.0,2.416,2.7714,10.8,858.312,858.312,True,True
A8MT69,O15360,0.0,0.0,0.0,1.7092,0.0,0.0,5.6875,5.86,56.9655,54562.7,True,True
O14964,O75385,3.109,8.89413,8.89413,3.8142,0.6153,2.416,9.4687,5.86,2798.2,2798.2,True,True
O14640,O43612,0.0,17.2428,17.2428,0.0,0.0,2.013,2.7714,69.61,6696.11,6696.11,True,True
O00410,O15042,8.8185,2.59,8.8185,0.0,0.0,2.416,45.2798,0.0,964.709,964.709,True,True
O15379,O00444,1.2142,6.4477199999999995,6.4477199999999995,4.0064,0.6153,2.013,2.7714,10.8,957.666,957.666,True,True
O00180,O14543,2.0611,20.6892,20.6892,2.4090000000000003,0.0,2.416,1.5818,10.8,2057.09,2057.09,True,True
A5PKW4,O14492,20.4939,13.0318,20.4939,0.0,0.0,2.416,2.7714,10.8,1481.99,1481.99,True,True
O00560,O43815,1.2704,6.7087,6.7087,1.2535,0.0,2.416,5.6875,5.86,677.14,677.14,True,True
A6NM03,A6NND4,30.3442,0.0,30.3442,0.7707,5.2693,2.416,2.7714,5.86,4835.13,4835.13,True,True
A6NM76,O60431,45.9762,0.0,45.9762,1.1877,5.2693,2.416,2.1077,5.86,8586.1,8586.1,True,True
O14757,O14976,113.094,6.05575,113.094,2.4090000000000003,0.6153,2.416,1.5818,2.07,1326.12,1326.12,True,True
O15357,O60499,5.4987,13.0046,13.0046,2.4090000000000003,0.0,2.416,5.6875,2.07,891.092,891.092,True,True
O14744,O43663,1.8315,2.59,2.59,2.4090000000000003,0.0,2.013,9.4687,5.86,696.8969999999999,696.8969999999999,True,True
O00533,O14964,4.5731,62.31,62.31,3.8142,0.0,2.416,1.1757,0.0,675.079,675.079,True,True
A6NEL2,O15205,25.2364,0.0,25.2364,15.8699,0.0,1.5978,1.1757,0.0,752.3510000000001,752.3510000000001,True,True
O14939,O15020,9.2046,5.22,9.2046,1.0145,0.0,2.416,2.7714,10.8,675.2689999999999,675.2689999999999,True,True
O14653,O14662,12.2069,2.60197,12.2069,0.5125,15.4815,2.416,5.6875,10.8,14373.2,14373.2,True,True
O14893,O14980,4.3388,0.0,4.3388,3.5815,0.0,1.5978,18.4426,0.0,457.909,438594.0,True,True
O00499,O15042,151.406,9.75,151.406,2.3254,0.0,2.013,1.1757,0.0,833.263,833.263,True,True
A4FU49,O43435,1.7316,84.9753,84.9753,0.0,0.0,2.416,9.4687,0.0,1943.93,1943.93,True,True
O15075,O43639,11.1057,23.2116,23.2116,2.3588,0.6153,2.416,1.5818,5.86,754.448,754.448,True,True
O00144,O00144,826.188,0.0,826.188,0.7707,0.6153,2.013,0.0,0.0,788.669,788.669,True,True
O00187,O14492,45.9762,20.6262,45.9762,0.9127,0.0,2.416,2.7714,24.11,6774.15,6774.15,True,True
A7KAX9,A6NNM3,468.913,21.035,468.913,1.7951,0.0,2.416,1.1757,0.0,2390.97,2390.97,True,True
O14978,O14978,1904.79,2.60197,1904.79,0.0,5.2693,2.416,0.0,0.0,24249.2,24249.2,True,True
O00571,O00422,1.2142,0.0,1.2142,4.0064,0.0,2.013,9.4687,0.17,15.7626,15097.7,True,True
O00468,O00187,253.71599999999998,13.2959,253.71599999999998,0.0,0.0,2.416,2.7714,0.4,679.523,679.523,True,True
O43186,O15357,5.4412,20.686,20.686,2.4090000000000003,0.0,2.416,1.1757,10.8,1528.73,1528.73,True,True
O14578,O15021,169.09799999999998,17.2428,169.09799999999998,5.2159,0.6153,2.416,2.7714,2.07,7521.78,7521.78,True,True
A6NMZ7,A6NLU5,260.209,0.0,260.209,0.0,0.0,2.416,1.1757,0.0,739.1210000000001,739.1210000000001,True,True
O43293,O15021,444.564,14.0753,444.564,1.2535,0.6153,2.416,2.7714,2.07,4752.39,4752.39,True,True
O43390,O43396,7.7952,3.66,7.7952,3.8142,0.6153,2.416,18.4426,0.0,815.148,815.148,True,True
O00468,O43639,10.1121,15.8041,15.8041,0.9127,0.0,2.416,1.5818,105.17,5797.47,5797.47,True,True
A6NHT5,A8MTQ0,130.17,0.0,130.17,2.9666,0.0,2.013,0.4364,10.8,3663.72,3663.72,True,True
O15519,O15205,18.4132,0.0,18.4132,21.3884,0.0,2.013,1.5818,0.0,1254.02,1254.02,True,True
O00410,O00628,1.8315,6.7087,6.7087,2.3254,0.6153,2.013,5.6875,10.8,1186.89,1186.89,True,True
O43196,O14980,1.2142,0.0,1.2142,4.0064,0.0,1.5978,2.7714,0.0,21.541,20632.4,True,True
O15259,O43776,6.0007,0.0,6.0007,1.2535,0.0,1.5978,1.1757,0.0,14.1301,65360.8,True,True
O14964,O60431,99.2027,0.0,99.2027,3.5815,0.0,2.013,1.1757,0.0,840.87,840.87,True,True
O14757,O43264,1.2142,4.39006,4.39006,0.9127,0.0,2.416,45.2798,24.11,10568.1,10568.1,True,True
A8MQ27,A8MQ27,997.34,0.0,997.34,1.1877,0.0,2.416,0.0,0.0,2861.85,2861.85,True,True
O15511,O60861,10.1121,2.84462,10.1121,0.5125,0.0,2.013,2.7714,24.11,697.068,697.068,True,True
