Prot1,Prot2,Binding_Score,PDBs
Q9UJ99,Q08174,-5.157678,Q9UJ99_Q08174.pdb
P55286,Q9Y5I1,-0.795697,P55286_Q9Y5I1.pdb
P11912,Q9NYK1,-1.231638,P11912_Q9NYK1.pdb
Q6UXD5,Q53EL9,432.971489,Q6UXD5_Q53EL9.pdb
P50281,Q9Y5R2,9.310779,P50281_Q9Y5R2.pdb
P00533,O43699,111.671623,P00533_O43699.pdb
P01889,Q14952,308.323691,P01889_Q14952.pdb
Q96JQ0,O60245,-4.767847,Q96JQ0_O60245.pdb
Q9BZ76,O95727,26.371984,Q9BZ76_O95727.pdb
Q8TAB3,Q9UN66,-5.526528,Q8TAB3_Q9UN66.pdb
Q8N423,Q9BX59,62.353514,Q8N423_Q9BX59.pdb
Q15262,Q15262,0.184035,Q15262_Q15262.pdb
Q01151,O00206,0.004628,Q01151_O00206.pdb
Q96JQ0,Q9UN66,-5.476294,Q96JQ0_Q9UN66.pdb
Q08345,O15146,-0.222323,Q08345_O15146.pdb
Q86SJ6,Q96QU1,1.204146,Q86SJ6_Q96QU1.pdb
Q16620,P35916,32.360956,Q16620_P35916.pdb
P08069,Q9UKX5,150.096274,P08069_Q9UKX5.pdb
Q86T13,O60449,87.418004,Q86T13_O60449.pdb
Q9UM73,Q12913,14.428035,Q9UM73_Q12913.pdb
P12830,O60603,37.920863,P12830_O60603.pdb
P29322,P04626,60.521801,P29322_P04626.pdb
P04439,Q8NET5,251.372144,P04439_Q8NET5.pdb
P30511,Q9Y6W8,284.303396,P30511_Q9Y6W8.pdb
O95727,Q99795,111.71512,O95727_Q99795.pdb
Q8N423,Q96NY8,114.161247,Q8N423_Q96NY8.pdb
P33681,Q9NZQ7,214.201716,P33681_Q9NZQ7.pdb
P08887,Q8N423,32.142103,P08887_Q8N423.pdb
Q9Y5E2,Q9UN71,-4.636502,Q9Y5E2_Q9UN71.pdb
Q6ZTQ4,Q9Y5E5,-4.916169,Q6ZTQ4_Q9Y5E5.pdb
Q8IZJ1,Q8IZJ1,15.133661,Q8IZJ1_Q8IZJ1.pdb
Q16671,P09564,-4.813501,Q16671_P09564.pdb
P19022,Q02487,-7.46314,P19022_Q02487.pdb
P13612,P41217,0.355945,P13612_P41217.pdb
P32926,Q9P2E7,7.028679,P32926_Q9P2E7.pdb
Q6V0I7,Q9Y5F2,-5.088104,Q6V0I7_Q9Y5F2.pdb
P14770,O94933,16.316152,P14770_O94933.pdb
Q92692,Q9Y6N7,92.610521,Q92692_Q9Y6N7.pdb
P55285,Q9Y5G6,-3.984571,P55285_Q9Y5G6.pdb
O60469,O95754,522.5808,O60469_O95754.pdb
Q96QU1,Q9Y5F0,-4.930334,Q96QU1_Q9Y5F0.pdb
P06756,P26012,-4.195726,P06756_P26012.pdb
Q86WK7,P13612,-4.162158,Q86WK7_P13612.pdb
P05362,P13591,62.746007,P05362_P13591.pdb
Q15375,P54762,-4.503204,Q15375_P54762.pdb
Q9BZW8,Q8IW00,5.951864,Q9BZW8_Q8IW00.pdb
P05556,Q9BQ51,-4.036235,P05556_Q9BQ51.pdb
P01133,P98164,1031.293631,P01133_P98164.pdb
P10747,O15455,51.28885,P10747_O15455.pdb
P04234,P09564,61.220274,P04234_P09564.pdb
P04439,O75019,55.124153,P04439_O75019.pdb
P01903,Q30201,274.755022,P01903_Q30201.pdb
Q7Z6A9,P11215,0.034551,Q7Z6A9_P11215.pdb
A6NJW9,Q8TD46,176.530683,A6NJW9_Q8TD46.pdb
P22223,Q9Y5H4,0.537827,P22223_Q9Y5H4.pdb
P10747,P40259,7.347486,P10747_P40259.pdb
P54753,P04629,178.086573,P54753_P04629.pdb
P10747,P11912,-3.154923,P10747_P11912.pdb
P04626,Q9C0C4,3.123679,P04626_Q9C0C4.pdb
Q9Y5H4,Q9Y5G4,-5.330622,Q9Y5H4_Q9Y5G4.pdb
Q92692,O15455,39.855827,Q92692_O15455.pdb
P11912,P01732,12.54067,P11912_P01732.pdb
O94985,Q9P2E7,0.718605,O94985_Q9P2E7.pdb
P37173,P35968,40.839629,P37173_P35968.pdb
P29323,Q15223,44.160085,P29323_Q15223.pdb
Q2I0M4,Q6EMK4,31.132927,Q2I0M4_Q6EMK4.pdb
Q9UJ99,Q8TDW7,-4.422155,Q9UJ99_Q8TDW7.pdb
O75882,O60462,85.194519,O75882_O60462.pdb
Q9Y5E3,Q9Y5F1,-5.77897,Q9Y5E3_Q9Y5F1.pdb
P13612,P40200,49.393666,P13612_P40200.pdb
P20701,Q9P1W8,-1.891859,P20701_Q9P1W8.pdb
Q15375,O94856,183.893235,Q15375_O94856.pdb
Q9HBT6,Q9BZA8,-1.088036,Q9HBT6_Q9BZA8.pdb
Q9BZA8,Q9Y5G2,-4.389989,Q9BZA8_Q9Y5G2.pdb
P42702,P28827,20.323929,P42702_P28827.pdb
P36888,P09619,5.037805,P36888_P09619.pdb
P11362,P16234,21.507018,P11362_P16234.pdb
Q06481,Q06481,-5.836873,Q06481_Q06481.pdb
P07333,P14616,0.458902,P07333_P14616.pdb
Q15768,P54756,8.598441,Q15768_P54756.pdb
P20701,P05106,11.264424,P20701_P05106.pdb
P10321,P05362,114.776379,P10321_P05362.pdb
Q86YL7,P16234,76.088257,Q86YL7_P16234.pdb
Q495A1,Q92956,-3.848323,Q495A1_Q92956.pdb
Q86WK7,P00533,48.001195,Q86WK7_P00533.pdb
Q9ULB5,Q9Y5I3,0.376624,Q9ULB5_Q9Y5I3.pdb
P07766,Q9UKJ0,9.286381,P07766_Q9UKJ0.pdb
Q9Y624,Q8NHL6,94.255451,Q9Y624_Q8NHL6.pdb
O94985,Q9Y5E2,90.878105,O94985_Q9Y5E2.pdb
P50895,P46531,52.902781,P50895_P46531.pdb
Q92859,Q92823,68.902742,Q92859_Q92823.pdb
Q01151,P01589,-6.314363,Q01151_P01589.pdb
P08648,Q15223,69.409935,P08648_Q15223.pdb
Q9Y5H0,Q9Y5G2,-5.26149,Q9Y5H0_Q9Y5G2.pdb
P21709,O15146,-3.797349,P21709_O15146.pdb
Q96JQ0,Q9UN73,-4.212616,Q96JQ0_Q9UN73.pdb
P04626,P29376,72.057119,P04626_P29376.pdb
P21860,Q99795,54.265082,P21860_Q99795.pdb
P13612,Q9Y6N7,165.535952,P13612_Q9Y6N7.pdb
P06340,P36888,19.821105,P06340_P36888.pdb
P13688,P18564,75.009347,P13688_P18564.pdb
P16410,P51805,1.836513,P16410_P51805.pdb
O14917,Q9Y5E4,-5.410579,O14917_Q9Y5E4.pdb
Q9BZW8,Q9H7M9,-2.698727,Q9BZW8_Q9H7M9.pdb
Q86SJ2,P05107,120.401425,Q86SJ2_P05107.pdb
Q9P244,Q9H156,14.18274,Q9P244_Q9H156.pdb
O15197,Q02763,111.300493,O15197_Q02763.pdb
Q9H159,Q9Y5E5,-2.167132,Q9H159_Q9Y5E5.pdb
Q9ULB4,O94985,5.967041,Q9ULB4_O94985.pdb
P26842,O95727,0.340097,P26842_O95727.pdb
Q9H158,Q9Y5G7,-4.972497,Q9H158_Q9Y5G7.pdb
Q99665,P13612,1.650493,Q99665_P13612.pdb
Q13634,Q9UN70,0.932856,Q13634_Q9UN70.pdb
Q86UP0,Q9Y5E7,-0.9787,Q86UP0_Q9Y5E7.pdb
P10321,Q8TDQ1,331.012219,P10321_Q8TDQ1.pdb
P10966,O14786,-1.506665,P10966_O14786.pdb
P40189,O60603,4.781365,P40189_O60603.pdb
Q9NPG4,Q9Y5F8,-4.855737,Q9NPG4_Q9Y5F8.pdb
Q13705,O15146,-3.726801,Q13705_O15146.pdb
Q96MS0,O95754,209.665793,Q96MS0_O95754.pdb
Q8NER5,P22607,0.871686,Q8NER5_P22607.pdb
Q9BX67,O14511,114.371976,Q9BX67_O14511.pdb
Q8TD07,Q8TD07,721.480423,Q8TD07_Q8TD07.pdb
Q9UF33,P54753,-6.639604,Q9UF33_P54753.pdb
P08922,P17948,4.713444,P08922_P17948.pdb
Q9Y5H5,Q9Y5H1,-5.3481,Q9Y5H5_Q9Y5H1.pdb
Q86WK6,P05362,52.945152,Q86WK6_P05362.pdb
P33151,Q96QU1,-3.510457,P33151_Q96QU1.pdb
Q9Y5H3,Q9Y5G2,-5.087999,Q9Y5H3_Q9Y5G2.pdb
P14784,P16871,25.892673,P14784_P16871.pdb
Q13634,Q9Y5H9,1.806041,Q13634_Q9Y5H9.pdb
Q15375,O14786,161.971599,Q15375_O14786.pdb
P12830,Q9Y5F1,-1.69048,P12830_Q9Y5F1.pdb
Q01638,O60603,3.723032,Q01638_O60603.pdb
P16066,P16066,-0.604847,P16066_P16066.pdb
P78310,Q8N441,109.32145,P78310_Q8N441.pdb
P24394,Q14943,134.531626,P24394_Q14943.pdb
P29317,Q01974,78.422008,P29317_Q01974.pdb
Q9NY47,Q5JZY3,0.981375,Q9NY47_Q5JZY3.pdb
Q9Y5E8,Q9Y5H0,-5.580831,Q9Y5E8_Q9Y5H0.pdb
P33151,Q9Y5H5,-1.886247,P33151_Q9Y5H5.pdb
P08514,P26012,-3.417972,P08514_P26012.pdb
Q8IXH8,Q9Y5H8,-4.597324,Q8IXH8_Q9Y5H8.pdb
Q9BZA8,Q9P2E7,-4.410651,Q9BZA8_Q9P2E7.pdb
Q9BZA7,Q9HC56,-4.102072,Q9BZA7_Q9HC56.pdb
P13612,Q86YT9,111.61995,P13612_Q86YT9.pdb
Q14118,P19320,56.992597,Q14118_P19320.pdb
P01732,Q9NPH3,92.704473,P01732_Q9NPH3.pdb
P19022,Q9Y5G8,-4.675423,P19022_Q9Y5G8.pdb
P14616,P05107,148.614684,P14616_P05107.pdb
P00533,P18627,124.811743,P00533_P18627.pdb
Q01151,P20023,-4.678644,Q01151_P20023.pdb
O60602,Q9NR97,322.740983,O60602_Q9NR97.pdb
P09693,P19320,32.242662,P09693_P19320.pdb
P12319,O75144,93.599647,P12319_O75144.pdb
P55287,Q9Y5I1,-0.795697,P55287_Q9Y5I1.pdb
P32926,Q9Y5H2,4.57441,P32926_Q9Y5H2.pdb
P15391,O60603,180.789791,P15391_O60603.pdb
P01732,P16471,22.124025,P01732_P16471.pdb
P43146,P23471,135.075135,P43146_P23471.pdb
P05107,Q9NZQ7,-3.79881,P05107_Q9NZQ7.pdb
P15813,O60602,26.595049,P15813_O60602.pdb
Q30201,Q92692,119.623965,Q30201_Q92692.pdb
P10966,O76036,99.883155,P10966_O76036.pdb
Q02487,Q9Y5H4,-2.166779,Q02487_Q9Y5H4.pdb
P55291,Q9BYE9,-4.649234,P55291_Q9BYE9.pdb
Q15762,P42081,193.768501,Q15762_P42081.pdb
P12319,Q01638,160.85032,P12319_Q01638.pdb
Q9H4D0,Q9H158,1.79564,Q9H4D0_Q9H158.pdb
P06340,Q92692,18.98975,P06340_Q92692.pdb
P13612,Q07954,210.877842,P13612_Q07954.pdb
P11362,Q5DX21,21.040508,P11362_Q5DX21.pdb
Q9H2A7,Q9Y6Q6,102.957622,Q9H2A7_Q9Y6Q6.pdb
P20701,Q9UIB8,67.126015,P20701_Q9UIB8.pdb
P55283,Q04900,50.611131,P55283_Q04900.pdb
Q9UN75,Q9Y5F1,-5.214884,Q9UN75_Q9Y5F1.pdb
P29017,Q9UKJ0,326.199676,P29017_Q9UKJ0.pdb
P05362,O14931,232.810749,P05362_O14931.pdb
Q9Y5H9,Q9Y5H6,-5.394356,Q9Y5H9_Q9Y5H6.pdb
P01732,O14511,122.922752,P01732_O14511.pdb
Q14126,Q9HCL0,2.826111,Q14126_Q9HCL0.pdb
Q86SJ2,Q9NYQ8,-3.027364,Q86SJ2_Q9NYQ8.pdb
Q9Y5I4,Q9Y5H0,-3.910005,Q9Y5I4_Q9Y5H0.pdb
Q9Y5G3,Q9Y5F7,-4.827695,Q9Y5G3_Q9Y5F7.pdb
Q8NHL6,P15151,114.559518,Q8NHL6_P15151.pdb
Q9Y5I1,Q9NRJ7,-5.562846,Q9Y5I1_Q9NRJ7.pdb
Q5VWK5,P16109,26.830753,Q5VWK5_P16109.pdb
Q9Y5I2,Q9Y5F0,-5.85176,Q9Y5I2_Q9Y5F0.pdb
Q14392,O00206,69.329835,Q14392_O00206.pdb
Q8TDW7,Q9Y5H0,-4.935002,Q8TDW7_Q9Y5H0.pdb
Q8N6Y1,Q9Y5G5,-5.467247,Q8N6Y1_Q9Y5G5.pdb
Q9Y5E3,Q9Y5F7,-5.605514,Q9Y5E3_Q9Y5F7.pdb
Q9P2E7,Q9Y5E5,-5.44614,Q9P2E7_Q9Y5E5.pdb
A6NI73,O75019,273.800811,A6NI73_O75019.pdb
Q9HCL0,Q9Y5H3,-4.973216,Q9HCL0_Q9Y5H3.pdb
O14931,Q96MS0,90.870005,O14931_Q96MS0.pdb
P01732,P25942,2.960559,P01732_P25942.pdb
Q15762,Q9BX67,131.912884,Q15762_Q9BX67.pdb
Q5SZK8,Q96JQ0,18.215367,Q5SZK8_Q96JQ0.pdb
P01730,P17181,71.283472,P01730_P17181.pdb
P54760,Q99466,5.607394,P54760_Q99466.pdb
Q9H251,Q9Y5I2,-3.900526,Q9H251_Q9Y5I2.pdb
Q9Y5Y7,P46531,231.541267,Q9Y5Y7_P46531.pdb
P55286,Q9UN71,0.742404,P55286_Q9UN71.pdb
P10966,P01903,90.066933,P10966_P01903.pdb
Q9H6X2,P18084,266.477907,Q9H6X2_P18084.pdb
P29017,Q8N423,24.737197,P29017_Q8N423.pdb
Q96J84,P19320,54.481432,Q96J84_P19320.pdb
P09603,Q8NI17,243.453549,P09603_Q8NI17.pdb
Q96AP7,Q9NQ25,14.638411,Q96AP7_Q9NQ25.pdb
Q9Y5I3,Q9Y5E2,-5.413575,Q9Y5I3_Q9Y5E2.pdb
Q9BQ51,Q9P1W8,64.287723,Q9BQ51_Q9P1W8.pdb
Q9HBB8,Q9Y5G0,4.294565,Q9HBB8_Q9Y5G0.pdb
O60469,P12319,294.142282,O60469_P12319.pdb
Q9Y5E5,Q9Y5H2,-5.482148,Q9Y5E5_Q9Y5H2.pdb
Q9HBB8,Q9Y5H1,9.414849,Q9HBB8_Q9Y5H1.pdb
P08648,Q13683,114.975533,P08648_Q13683.pdb
Q8TD84,P11362,137.322377,Q8TD84_P11362.pdb
Q9H013,O43506,325.496463,Q9H013_O43506.pdb
P20036,Q92673,261.755089,P20036_Q92673.pdb
P08069,P23229,168.856622,P08069_P23229.pdb
P29016,P10747,288.570326,P29016_P10747.pdb
Q13873,P17948,31.576885,Q13873_P17948.pdb
P29376,P30530,125.987453,P29376_P30530.pdb
Q8TDQ1,Q9NR97,1.310296,Q8TDQ1_Q9NR97.pdb
O95727,P06340,67.615398,O95727_P06340.pdb
P10747,P31785,6.502395,P10747_P31785.pdb
P01133,Q9NZN1,82.084984,P01133_Q9NZN1.pdb
Q8TDW7,P10586,9.513918,Q8TDW7_P10586.pdb
P23470,Q15262,328.704652,P23470_Q15262.pdb
P15151,O15455,41.592873,P15151_O15455.pdb
P29322,P08069,1.181465,P29322_P08069.pdb
P32926,Q9NPG4,5.677789,P32926_Q9NPG4.pdb
P10912,Q9HD43,202.737193,P10912_Q9HD43.pdb
Q9Y5Z0,Q9NY72,14.233326,Q9Y5Z0_Q9NY72.pdb
Q6ZTQ4,Q8N6Y1,-5.361713,Q6ZTQ4_Q8N6Y1.pdb
Q12913,Q15262,3.483735,Q12913_Q15262.pdb
P11215,Q86YT9,115.943266,P11215_Q86YT9.pdb
O00548,Q01974,-4.7,O00548_Q01974.pdb
Q02413,Q9UN67,7.505874,Q02413_Q9UN67.pdb
P78423,P78423,30.449687,P78423_P78423.pdb
O75882,O75051,29.916236,O75882_O75051.pdb
O60469,Q9P1W8,351.478542,O60469_Q9P1W8.pdb
P16070,Q13349,416.407002,P16070_Q13349.pdb
P13747,P05362,30.277711,P13747_P05362.pdb
Q5JZY3,P04629,164.284275,Q5JZY3_P04629.pdb
Q9Y5H6,Q9HC56,-3.832387,Q9Y5H6_Q9HC56.pdb
Q9Y5F3,O95206,-5.66113,Q9Y5F3_O95206.pdb
P08887,O15455,14.555614,P08887_O15455.pdb
P18433,P10586,12.047343,P18433_P10586.pdb
Q13740,Q15375,54.410818,Q13740_Q15375.pdb
P07333,P04629,58.492411,P07333_P04629.pdb
P04439,Q95460,266.957088,P04439_Q95460.pdb
P13726,Q02763,353.447574,P13726_Q02763.pdb
Q15256,Q13332,102.113957,Q15256_Q13332.pdb
P15812,P01920,194.795156,P15812_P01920.pdb
Q02413,Q9Y5G2,2.485613,Q02413_Q9Y5G2.pdb
P17301,O95297,6.368538,P17301_O95297.pdb
P04440,Q95460,260.683932,P04440_Q95460.pdb
Q9Y5E9,Q9Y5H2,-5.41436,Q9Y5E9_Q9Y5H2.pdb
P51693,P51693,-5.211926,P51693_P51693.pdb
Q5ZPR3,P18627,667.034649,Q5ZPR3_P18627.pdb
Q9H251,Q9H158,-3.723124,Q9H251_Q9H158.pdb
P55899,O95976,380.37734,P55899_O95976.pdb
Q9H6X2,P58335,1.852955,Q9H6X2_P58335.pdb
Q01151,P13726,2.216438,Q01151_P13726.pdb
P06126,P06340,260.381859,P06126_P06340.pdb
Q96PL5,Q96DU3,10.959967,Q96PL5_Q96DU3.pdb
Q9UKJ0,P19438,2.028328,Q9UKJ0_P19438.pdb
O00206,P19438,22.007977,O00206_P19438.pdb
Q9BZ76,Q14517,4.542148,Q9BZ76_Q14517.pdb
P56199,P16109,212.747038,P56199_P16109.pdb
P21860,P23471,56.702665,P21860_P23471.pdb
Q86SJ6,Q9Y5G2,2.485613,Q86SJ6_Q9Y5G2.pdb
O95727,P78552,0.328352,O95727_P78552.pdb
Q9UN72,Q9Y5E9,-5.476999,Q9UN72_Q9Y5E9.pdb
P04439,P43629,-4.139082,P04439_P43629.pdb
P01730,Q95460,3.76939,P01730_Q95460.pdb
P00533,Q96PL5,87.785092,P00533_Q96PL5.pdb
Q9ULB5,Q9Y5I4,-0.226858,Q9ULB5_Q9Y5I4.pdb
Q14574,Q9BZA7,-0.365316,Q14574_Q9BZA7.pdb
P22455,P35590,252.309484,P22455_P35590.pdb
P29017,P15813,119.840283,P29017_P15813.pdb
P09564,P17693,257.461485,P09564_P17693.pdb
Q9UN75,Q9Y5I4,-4.782337,Q9UN75_Q9Y5I4.pdb
Q15303,P35590,45.143504,Q15303_P35590.pdb
Q9Y5H6,Q9Y5I2,-5.230948,Q9Y5H6_Q9Y5I2.pdb
P01903,A6NI73,334.768986,P01903_A6NI73.pdb
P01903,P16871,10.66848,P01903_P16871.pdb
P01909,Q8N423,18.609914,P01909_Q8N423.pdb
Q6V0I7,P57087,45.042798,Q6V0I7_P57087.pdb
P00533,P40238,120.883496,P00533_P40238.pdb
Q6UX41,Q95460,87.176876,Q6UX41_Q95460.pdb
Q86UP0,Q9Y5G6,-3.144482,Q86UP0_Q9Y5G6.pdb
O75078,Q13444,286.66462,O75078_Q13444.pdb
P55287,Q9Y5H1,0.939027,P55287_Q9Y5H1.pdb
P10321,P01871,-3.558236,P10321_P01871.pdb
P42081,Q13291,143.855379,P42081_Q13291.pdb
Q9UN74,Q9Y5E6,-5.445005,Q9UN74_Q9Y5E6.pdb
P13598,P57087,1.924186,P13598_P57087.pdb
P09564,P54760,-1.962751,P09564_P54760.pdb
Q8NHL6,Q9BQ51,66.732471,Q8NHL6_Q9BQ51.pdb
Q9ULB4,Q96JQ0,1.054169,Q9ULB4_Q96JQ0.pdb
Q96JQ0,Q9Y5H6,-4.931903,Q96JQ0_Q9Y5H6.pdb
P16410,P55899,305.114469,P16410_P55899.pdb
Q9Y5E8,O60330,-5.121247,Q9Y5E8_O60330.pdb
Q6PJG9,Q96PX8,13.261578,Q6PJG9_Q96PX8.pdb
Q8N126,Q13349,42.650022,Q8N126_Q13349.pdb
O94856,P16234,61.694075,O94856_P16234.pdb
Q15768,P29320,9.329852,Q15768_P29320.pdb
Q9H4D0,Q9Y5G3,4.907288,Q9H4D0_Q9Y5G3.pdb
P55291,P55285,-0.003344,P55291_P55285.pdb
P32926,Q9HC56,5.211637,P32926_Q9HC56.pdb
Q8IYV9,Q9Y493,-4.731006,Q8IYV9_Q9Y493.pdb
P21802,P05106,23.816427,P21802_P05106.pdb
Q9Y5I1,Q9HC56,-3.755872,Q9Y5I1_Q9HC56.pdb
Q9UN74,Q9Y5I0,-4.549343,Q9UN74_Q9Y5I0.pdb
Q92823,P23467,72.110072,Q92823_P23467.pdb
P40189,Q15109,69.684034,P40189_Q15109.pdb
P16144,P26012,11.520146,P16144_P26012.pdb
P40198,P40198,-5.036927,P40198_P40198.pdb
P00533,Q14517,28.144353,P00533_Q14517.pdb
Q15762,Q99795,183.745933,Q15762_Q99795.pdb
P13747,P59901,48.78721,P13747_P59901.pdb
Q12864,O95206,-5.246129,Q12864_O95206.pdb
Q9C0C4,Q9Y2C9,525.131786,Q9C0C4_Q9Y2C9.pdb
Q9Y5H8,O60245,-4.502713,Q9Y5H8_O60245.pdb
P16410,P40200,314.119341,P16410_P40200.pdb
P37023,P11362,-4.209238,P37023_P11362.pdb
Q9NY47,Q9NY72,-0.209248,Q9NY47_Q9NY72.pdb
Q96JQ0,Q9Y5F2,-5.110343,Q96JQ0_Q9Y5F2.pdb
Q9ULB5,Q9NPG4,-1.752345,Q9ULB5_Q9NPG4.pdb
Q08708,Q8NHL6,82.004036,Q08708_Q8NHL6.pdb
P33681,Q15303,3.328367,P33681_Q15303.pdb
Q95460,P31785,-5.311016,Q95460_P31785.pdb
Q6UWB1,P05556,196.976723,Q6UWB1_P05556.pdb
P15260,Q04721,111.927077,P15260_Q04721.pdb
Q12864,Q9Y5F7,-5.252917,Q12864_Q9Y5F7.pdb
Q8N423,Q9BRK3,232.835206,Q8N423_Q9BRK3.pdb
P04626,P22607,78.028848,P04626_P22607.pdb
Q9Y5F1,Q9Y5H3,-5.270066,Q9Y5F1_Q9Y5H3.pdb
P29323,P22455,10.303102,P29323_P22455.pdb
P19022,Q9Y5I3,-1.229174,P19022_Q9Y5I3.pdb
P10321,Q30201,45.955201,P10321_Q30201.pdb
P21860,Q96JA1,115.417125,P21860_Q96JA1.pdb
P05556,Q9HCK4,73.570309,P05556_Q9HCK4.pdb
P11362,Q8NEW7,39.245307,P11362_Q8NEW7.pdb
P43146,P54764,420.942928,P43146_P54764.pdb
P11215,P06756,41.271833,P11215_P06756.pdb
Q9ULI3,P40189,2.978285,Q9ULI3_P40189.pdb
P32926,Q9Y5F9,6.57913,P32926_Q9Y5F9.pdb
Q86SJ6,Q9Y5E4,5.275518,Q86SJ6_Q9Y5E4.pdb
O95727,Q9Y493,24.370057,O95727_Q9Y493.pdb
P21860,P13726,-3.622786,P21860_P13726.pdb
O60469,P23470,447.289852,O60469_P23470.pdb
Q86SJ6,Q14517,0.441716,Q86SJ6_Q14517.pdb
P17927,P15529,11.183005,P17927_P15529.pdb
P09603,P03372,314.78812,P09603_P03372.pdb
Q9Y5F3,Q9Y5G4,-5.705673,Q9Y5F3_Q9Y5G4.pdb
Q92859,P13726,245.722747,Q92859_P13726.pdb
Q9BWV1,Q9BRK3,221.02187,Q9BWV1_Q9BRK3.pdb
P55287,Q9UN75,-0.009606,P55287_Q9UN75.pdb
P16410,Q9NR96,19.166452,P16410_Q9NR96.pdb
P43628,Q8N109,272.88647,P43628_Q8N109.pdb
Q86WK6,Q9Y5E4,-9.664643,Q86WK6_Q9Y5E4.pdb
P11362,Q9UKJ0,278.727031,P11362_Q9UKJ0.pdb
P22223,Q9UN66,-1.42388,P22223_Q9UN66.pdb
P13612,Q9Y624,19.913639,P13612_Q9Y624.pdb
P13612,Q96J84,118.521189,P13612_Q96J84.pdb
Q9Y5H5,Q9NRJ7,-5.728353,Q9Y5H5_Q9NRJ7.pdb
Q9Y6N8,Q9Y5I0,-1.046264,Q9Y6N8_Q9Y5I0.pdb
O75871,P00533,68.244612,O75871_P00533.pdb
Q9NYJ7,Q8TD84,186.047039,Q9NYJ7_Q8TD84.pdb
Q92859,Q02297,7.897229,Q92859_Q02297.pdb
P42081,P11215,6.378418,P42081_P11215.pdb
Q15223,O95185,97.951756,Q15223_O95185.pdb
P29317,O95297,33.373951,P29317_O95297.pdb
P00533,P35968,131.400141,P00533_P35968.pdb
P16070,P36897,112.756402,P16070_P36897.pdb
P05362,P19320,46.606399,P05362_P19320.pdb
Q01974,P37173,3.95995,Q01974_P37173.pdb
Q86UP0,Q14574,-7.610419,Q86UP0_Q14574.pdb
Q9Y6N8,Q9Y5G5,-1.936104,Q9Y6N8_Q9Y5G5.pdb
Q9Y5H6,Q9H158,-5.044589,Q9Y5H6_Q9H158.pdb
P07766,P09619,5.499339,P07766_P09619.pdb
Q9Y6N8,P12830,3.318083,Q9Y6N8_P12830.pdb
P05362,P11215,103.262154,P05362_P11215.pdb
Q86SU0,Q8NHL6,215.99782,Q86SU0_Q8NHL6.pdb
Q96FE5,O95754,332.00928,Q96FE5_O95754.pdb
Q16671,Q15223,6.666377,Q16671_Q15223.pdb
Q14118,P23229,41.435821,Q14118_P23229.pdb
P40189,P13612,-3.374956,P40189_P13612.pdb
P05362,P15151,113.466927,P05362_P15151.pdb
Q8NHL6,Q9UIB8,109.679448,Q8NHL6_Q9UIB8.pdb
Q9UN66,Q9Y5G2,-5.886777,Q9UN66_Q9Y5G2.pdb
P16144,P10586,159.087494,P16144_P10586.pdb
Q9UM73,P11362,-4.7,Q9UM73_P11362.pdb
Q9Y5I3,Q9Y5G7,-4.968062,Q9Y5I3_Q9Y5G7.pdb
O75871,Q8N149,95.278295,O75871_Q8N149.pdb
O94856,Q8N2Q7,145.71258,O94856_Q8N2Q7.pdb
P12319,P10721,41.271211,P12319_P10721.pdb
Q15303,Q99075,2.053561,Q15303_Q99075.pdb
P10721,P32004,193.811206,P10721_P32004.pdb
Q9UGN4,P05362,228.611063,Q9UGN4_P05362.pdb
Q9Y639,Q9HCK4,70.855011,Q9Y639_Q9HCK4.pdb
P79483,O75144,23.614665,P79483_O75144.pdb
Q12864,Q9HBB8,5.326985,Q12864_Q9HBB8.pdb
Q15762,P19320,91.632726,Q15762_P19320.pdb
Q9HCJ2,Q96PX8,35.317892,Q9HCJ2_Q96PX8.pdb
P07766,P08887,212.460465,P07766_P08887.pdb
P01732,Q04912,-5.041367,P01732_Q04912.pdb
O43157,Q9H3T2,0.835707,O43157_Q9H3T2.pdb
Q9Y5E1,Q9Y5G1,-4.70892,Q9Y5E1_Q9Y5G1.pdb
P04629,Q12913,44.898075,P04629_Q12913.pdb
P22607,P08138,-3.822236,P22607_P08138.pdb
P43626,A6NI73,229.405976,P43626_A6NI73.pdb
O95727,P13612,4.760151,O95727_P13612.pdb
Q9NPG4,Q9Y5F0,-5.547994,Q9NPG4_Q9Y5F0.pdb
P40197,O94991,33.496701,P40197_O94991.pdb
Q15303,Q15223,121.764287,Q15303_Q15223.pdb
Q8TDW7,Q9HC56,-5.091974,Q8TDW7_Q9HC56.pdb
P01732,P17181,7.11762,P01732_P17181.pdb
Q9P2E7,Q9Y5E4,-5.44614,Q9P2E7_Q9Y5E4.pdb
P35613,Q9Y624,82.916393,P35613_Q9Y624.pdb
P55283,Q9BYE9,-5.950552,P55283_Q9BYE9.pdb
Q9Y5H9,Q9Y5H4,-5.223226,Q9Y5H9_Q9Y5H4.pdb
A8MVZ5,A8MVZ5,205.76204,A8MVZ5_A8MVZ5.pdb
P12830,Q8TAB3,1.329382,P12830_Q8TAB3.pdb
Q9NZN1,Q15223,42.243499,Q9NZN1_Q15223.pdb
O60469,Q99075,124.861721,O60469_Q99075.pdb
P21709,P22455,23.627047,P21709_P22455.pdb
P13612,O95297,-3.616116,P13612_O95297.pdb
P01732,Q12913,-4.114806,P01732_Q12913.pdb
O94856,O94991,7.416414,O94856_O94991.pdb
